                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.96503,                0.65385,                 1.0861,                0.79835,                 0.5987,                 0.6961,                0.44258,                 1.0905,                0.80652,                 1.1815,               0.004258,               0.004258,               0.004258
                     89,                0.96311,                0.63556,                 1.0865,                0.77653,                0.61605,                0.69874,                0.43598,                 1.0898,                0.80537,                 1.1641,               0.004192,               0.004192,               0.004192
                     90,                 1.0199,                0.67674,                  1.096,                0.79283,                0.61171,                0.69194,                0.43504,                 1.0755,                0.78085,                 1.1602,               0.004126,               0.004126,               0.004126
                     91,                0.97903,                0.65246,                 1.0952,                0.82442,                 0.5987,                0.68539,                0.42943,                 1.0472,                0.78813,                 1.1502,                0.00406,                0.00406,                0.00406
                     92,                0.97428,                0.64614,                 1.0887,                0.80345,                0.58785,                0.70063,                 0.4382,                 1.0436,                0.75642,                 1.1463,               0.003994,               0.003994,               0.003994
                     93,                0.95843,                 0.6304,                 1.0714,                0.72098,                 0.6334,                0.69056,                0.43468,                 1.0444,                0.76888,                 1.1441,               0.003928,               0.003928,               0.003928
                     94,                0.95652,                0.63582,                 1.0747,                0.75679,                0.60748,                0.69144,                0.43677,                 1.0333,                0.75622,                 1.1252,               0.003862,               0.003862,               0.003862
                     95,                 0.9786,                0.64201,                 1.0776,                0.73878,                0.62907,                 0.6835,                0.42973,                  1.067,                0.77952,                  1.142,               0.003796,               0.003796,               0.003796
                     96,                0.93334,                0.62264,                 1.0812,                0.77745,                0.59866,                0.67554,                0.42074,                 1.0932,                0.83092,                 1.1963,                0.00373,                0.00373,                0.00373
                     97,                0.95235,                0.62133,                  1.078,                0.74961,                0.62039,                0.68924,                 0.4399,                 1.0882,                0.75954,                 1.1801,               0.003664,               0.003664,               0.003664
                     98,                0.94181,                 0.6114,                 1.0607,                0.77652,                0.60521,                0.68235,                0.43279,                 1.0776,                0.76062,                 1.1758,               0.003598,               0.003598,               0.003598
                     99,                0.94452,                0.61782,                 1.0702,                0.74831,                0.61605,                0.68018,                0.42937,                 1.0917,                0.78797,                 1.1878,               0.003532,               0.003532,               0.003532
                    100,                0.91357,                0.59692,                 1.0647,                0.76089,                0.60954,                0.68987,                0.43778,                 1.0936,                0.74027,                 1.1694,               0.003466,               0.003466,               0.003466
                    101,                0.96996,                0.63691,                 1.0764,                0.70474,                0.63557,                 0.6942,                0.43761,                 1.1137,                0.74298,                 1.1851,                 0.0034,                 0.0034,                 0.0034
                    102,                0.93724,                0.60737,                 1.0618,                0.74661,                0.63916,                0.70002,                 0.4486,                 1.0803,                0.74329,                  1.185,               0.003334,               0.003334,               0.003334
                    103,                0.91613,                0.61277,                 1.0605,                0.74733,                0.62876,                0.69572,                 0.4484,                 1.0796,                0.77589,                 1.1721,               0.003268,               0.003268,               0.003268
                    104,                0.93532,                0.62549,                 1.0643,                0.77724,                0.61822,                0.69345,                0.42667,                 1.0716,                0.77122,                 1.1675,               0.003202,               0.003202,               0.003202
                    105,                0.94069,                0.61607,                 1.0727,                0.71701,                0.62473,                0.68957,                0.43596,                 1.0698,                0.78055,                 1.1676,               0.003136,               0.003136,               0.003136
                    106,                0.92493,                0.60503,                 1.0589,                0.74241,                0.63774,                0.69046,                0.43764,                 1.0713,                0.76452,                 1.1585,                0.00307,                0.00307,                0.00307
                    107,                0.90407,                0.59007,                 1.0586,                0.73584,                0.63557,                 0.6923,                0.43692,                 1.0696,                0.76141,                  1.149,               0.003004,               0.003004,               0.003004
                    108,                0.91536,                0.59833,                 1.0558,                0.79433,                0.60304,                0.68936,                0.43688,                 1.0758,                0.76683,                 1.1713,               0.002938,               0.002938,               0.002938
                    109,                0.93907,                0.60241,                 1.0629,                0.75166,                0.63774,                 0.6896,                0.43439,                 1.0926,                0.78867,                 1.1869,               0.002872,               0.002872,               0.002872
                    110,                0.90384,                0.58467,                 1.0534,                 0.6882,                0.64425,                0.67377,                 0.4305,                 1.0699,                0.84312,                 1.1574,               0.002806,               0.002806,               0.002806
                    111,                0.91634,                0.59022,                 1.0534,                0.80223,                0.59436,                0.69859,                0.44577,                 1.0489,                0.78817,                 1.1423,                0.00274,                0.00274,                0.00274
                    112,                0.91046,                0.58796,                 1.0539,                0.78386,                0.59653,                0.68367,                0.44719,                 1.0286,                 0.7811,                 1.1354,               0.002674,               0.002674,               0.002674
                    113,                0.91189,                 0.5737,                 1.0553,                0.73181,                0.63334,                0.70014,                0.44305,                 1.0486,                0.73475,                 1.1449,               0.002608,               0.002608,               0.002608
                    114,                 0.9259,                0.58335,                  1.046,                0.72357,                0.64425,                0.70555,                0.44143,                 1.0557,                0.73001,                  1.141,               0.002542,               0.002542,               0.002542
                    115,                0.92196,                0.58685,                 1.0507,                0.71936,                0.64498,                0.70993,                0.44679,                 1.0579,                0.73524,                 1.1491,               0.002476,               0.002476,               0.002476
                    116,                0.89064,                0.57608,                 1.0396,                0.76597,                0.63187,                 0.7014,                0.44559,                 1.0454,                0.75634,                 1.1495,                0.00241,                0.00241,                0.00241
                    117,                0.86948,                0.56054,                 1.0315,                0.78538,                0.62907,                0.70583,                0.44609,                 1.0618,                0.76071,                 1.1558,               0.002344,               0.002344,               0.002344
                    118,                0.89826,                0.57814,                 1.0433,                0.73811,                 0.6236,                0.69078,                0.43795,                 1.0828,                0.78959,                 1.1673,               0.002278,               0.002278,               0.002278
                    119,                0.86452,                0.56097,                 1.0309,                0.81158,                0.59002,                 0.6856,                0.44268,                 1.0688,                0.79609,                 1.1731,               0.002212,               0.002212,               0.002212
                    120,                0.89087,                0.56249,                 1.0413,                 0.7614,                  0.623,                0.69193,                0.44092,                 1.0773,                0.82619,                 1.1757,               0.002146,               0.002146,               0.002146
                    121,                0.88953,                0.56374,                 1.0336,                0.79596,                0.61171,                0.69585,                0.43876,                  1.067,                 0.7761,                 1.1667,                0.00208,                0.00208,                0.00208
                    122,                0.88478,                 0.5657,                 1.0373,                0.77522,                 0.6284,                0.69721,                 0.4401,                 1.0864,                0.78927,                 1.1868,               0.002014,               0.002014,               0.002014
                    123,                0.85381,                0.53948,                 1.0276,                0.79604,                0.60738,                0.70214,                0.44521,                 1.0753,                0.75217,                 1.1722,               0.001948,               0.001948,               0.001948
                    124,                0.86394,                0.55023,                 1.0212,                0.78924,                0.60521,                0.69102,                 0.4449,                 1.0681,                0.77692,                 1.1776,               0.001882,               0.001882,               0.001882
                    125,                0.86154,                0.54548,                 1.0242,                0.77097,                0.60087,                0.68406,                 0.4453,                 1.0482,                0.77546,                 1.1649,               0.001816,               0.001816,               0.001816
                    126,                0.84553,                0.53282,                 1.0235,                0.78722,                0.60954,                0.69338,                0.45199,                 1.0505,                0.76129,                 1.1632,                0.00175,                0.00175,                0.00175
                    127,                0.86827,                0.54689,                 1.0291,                 0.7678,                0.62404,                0.70413,                0.44932,                 1.0573,                0.75237,                 1.1597,               0.001684,               0.001684,               0.001684
                    128,                0.86699,                0.55718,                 1.0265,                 0.7909,                0.60738,                0.69761,                0.44568,                 1.0587,                0.77035,                 1.1703,               0.001618,               0.001618,               0.001618
                    129,                0.85836,                0.53895,                 1.0226,                0.77141,                0.62221,                0.69832,                0.44295,                 1.0592,                0.76644,                 1.1709,               0.001552,               0.001552,               0.001552
                    130,                0.87332,                0.53864,                 1.0178,                 0.7616,                0.63124,                0.70008,                0.44644,                 1.0623,                0.76718,                 1.1729,               0.001486,               0.001486,               0.001486
                    131,                0.86106,                0.52705,                 1.0186,                 0.7531,                0.64425,                0.71275,                0.44471,                 1.0661,                0.73933,                 1.1664,                0.00142,                0.00142,                0.00142
                    132,                0.84956,                0.52534,                 1.0174,                  0.741,                0.63921,                0.69852,                0.45125,                 1.0573,                0.75539,                 1.1562,               0.001354,               0.001354,               0.001354
                    133,                0.89681,                0.54622,                 1.0307,                0.77023,                0.61388,                0.69891,                0.44725,                 1.0457,                0.74722,                 1.1472,               0.001288,               0.001288,               0.001288
                    134,                0.84925,                0.53236,                 1.0224,                0.73333,                0.64208,                0.69958,                0.44478,                 1.0564,                0.75453,                 1.1525,               0.001222,               0.001222,               0.001222
                    135,                0.86897,                0.53201,                 1.0131,                0.74731,                0.63557,                0.70383,                0.44838,                 1.0518,                 0.7664,                  1.144,               0.001156,               0.001156,               0.001156
                    136,                0.84325,                0.52786,                 1.0175,                0.75678,                0.63124,                0.70394,                0.44464,                 1.0565,                0.75471,                 1.1529,                0.00109,                0.00109,                0.00109
                    137,                0.85333,                0.52934,                 1.0137,                0.78937,                0.61784,                0.70532,                0.44684,                 1.0531,                 0.7601,                 1.1555,               0.001024,               0.001024,               0.001024
                    138,                0.84354,                0.51508,                 1.0028,                0.76849,                0.63365,                0.70294,                 0.4445,                 1.0669,                0.74656,                 1.1614,               0.000958,               0.000958,               0.000958
                    139,                0.83887,                0.51359,                 1.0063,                0.76074,                0.63341,                 0.7002,                0.44546,                 1.0647,                0.73821,                 1.1675,               0.000892,               0.000892,               0.000892
                    140,                0.80331,                0.50934,                 1.0136,                 0.7611,                0.63124,                0.69898,                0.44273,                 1.0663,                0.76068,                 1.1709,               0.000826,               0.000826,               0.000826
                    141,                0.76659,                0.44894,                0.96852,                0.74391,                0.64272,                 0.6885,                0.44138,                   1.07,                0.75148,                 1.1806,                0.00076,                0.00076,                0.00076
                    142,                0.77025,                0.45519,                0.97503,                0.76714,                0.61605,                 0.6902,                0.43949,                  1.075,                0.76909,                 1.1754,               0.000694,               0.000694,               0.000694
                    143,                 0.7639,                0.45235,                0.96386,                 0.7662,                0.61846,                0.68907,                0.43648,                 1.0778,                0.76544,                 1.1792,               0.000628,               0.000628,               0.000628
                    144,                0.76135,                0.44366,                0.96281,                0.75932,                0.62278,                0.69624,                0.44367,                 1.0672,                0.75239,                 1.1777,               0.000562,               0.000562,               0.000562
                    145,                0.73915,                0.42947,                0.95939,                0.76643,                0.61214,                0.69198,                0.44576,                   1.07,                0.76203,                 1.1791,               0.000496,               0.000496,               0.000496
                    146,                 0.7498,                0.43396,                0.96018,                0.75267,                0.63124,                0.69254,                0.44211,                 1.0709,                0.75265,                 1.1785,                0.00043,                0.00043,                0.00043
                    147,                0.77034,                  0.451,                0.97465,                0.76095,                0.63341,                0.69475,                0.43999,                 1.0764,                0.75526,                 1.1766,               0.000364,               0.000364,               0.000364
                    148,                0.75023,                0.43983,                 0.9631,                0.76002,                0.62256,                0.69064,                0.43905,                 1.0673,                0.75883,                 1.1728,               0.000298,               0.000298,               0.000298
                    149,                0.75344,                0.43377,                 0.9587,                0.76588,                0.63124,                0.69495,                0.43907,                 1.0665,                0.77691,                 1.1697,               0.000232,               0.000232,               0.000232
                    150,                0.73051,                0.42498,                0.95305,                 0.7602,                0.62579,                0.68963,                0.43887,                 1.0618,                0.76886,                 1.1684,               0.000166,               0.000166,               0.000166
