                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                0.89055,                0.57494,                 1.0463,                0.75692,                0.59653,                0.66986,                0.43176,                  1.035,                0.74721,                 1.1471,             0.00032459,             0.00032459,             0.00032459
                    119,                0.85016,                0.53985,                 1.0306,                0.75593,                0.60464,                0.67862,                0.43228,                 1.0452,                0.74369,                 1.1572,             0.00031515,             0.00031515,             0.00031515
                    120,                0.88087,                0.55427,                 1.0442,                0.74982,                0.59811,                0.67386,                0.43546,                 1.0445,                0.75207,                 1.1729,              0.0003057,              0.0003057,              0.0003057
                    121,                0.88637,                0.54562,                 1.0334,                0.76886,                0.62054,                0.69273,                0.44772,                 1.0477,                0.74266,                 1.1662,             0.00029625,             0.00029625,             0.00029625
                    122,                0.87657,                0.54786,                 1.0368,                0.73839,                0.61224,                0.67162,                0.43947,                 1.0287,                0.72308,                 1.1571,              0.0002868,              0.0002868,              0.0002868
                    123,                0.84852,                0.52791,                 1.0307,                0.76175,                0.59644,                0.67832,                0.43798,                 1.0329,                0.74964,                 1.1497,             0.00027735,             0.00027735,             0.00027735
                    124,                 0.8599,                 0.5317,                  1.028,                0.73777,                0.61171,                0.67159,                0.43638,                 1.0276,                0.76009,                 1.1411,             0.00026791,             0.00026791,             0.00026791
                    125,                0.85576,                0.53687,                 1.0343,                 0.7455,                0.60521,                 0.6762,                0.43859,                 1.0272,                0.73821,                 1.1405,             0.00025846,             0.00025846,             0.00025846
                    126,                0.83845,                0.52202,                  1.027,                0.76718,                0.60738,                0.68795,                0.44428,                 1.0274,                0.70829,                 1.1419,             0.00024901,             0.00024901,             0.00024901
                    127,                0.86244,                0.53846,                 1.0344,                0.69264,                0.65994,                0.69565,                0.44224,                 1.0393,                0.70046,                 1.1596,             0.00023956,             0.00023956,             0.00023956
                    128,                0.85651,                0.53785,                 1.0292,                0.76556,                0.58083,                0.67345,                0.43539,                 1.0371,                0.73203,                 1.1433,             0.00023011,             0.00023011,             0.00023011
                    129,                0.85001,                0.53015,                 1.0224,                0.75888,                0.60761,                0.69059,                0.44222,                 1.0392,                0.71031,                 1.1527,             0.00022067,             0.00022067,             0.00022067
                    130,                0.86299,                0.52877,                 1.0237,                0.76293,                0.61388,                0.69056,                 0.4451,                 1.0234,                0.72091,                 1.1339,             0.00021122,             0.00021122,             0.00021122
                    131,                0.84729,                0.50573,                 1.0198,                0.75478,                 0.5987,                 0.6691,                0.43391,                 1.0466,                0.74275,                  1.146,             0.00020177,             0.00020177,             0.00020177
                    132,                0.83101,                0.51148,                 1.0161,                0.74939,                0.59675,                0.66663,                0.43594,                 1.0364,                0.74977,                 1.1494,             0.00019232,             0.00019232,             0.00019232
                    133,                0.88556,                0.53642,                 1.0348,                 0.7639,                0.61388,                0.68351,                 0.4415,                 1.0476,                0.72685,                 1.1654,             0.00018288,             0.00018288,             0.00018288
                    134,                0.83424,                0.51804,                 1.0235,                0.74244,                0.62529,                0.67936,                0.44133,                 1.0505,                0.72032,                 1.1603,             0.00017343,             0.00017343,             0.00017343
                    135,                0.85741,                0.52685,                  1.014,                0.76744,                0.59436,                0.68261,                0.44357,                 1.0343,                0.72803,                 1.1472,             0.00016398,             0.00016398,             0.00016398
                    136,                0.84281,                 0.5178,                 1.0262,                0.74444,                0.60738,                0.68387,                 0.4446,                 1.0379,                0.73085,                 1.1446,             0.00015453,             0.00015453,             0.00015453
                    137,                0.83957,                0.51022,                 1.0154,                0.74759,                0.61388,                0.68557,                0.43873,                 1.0341,                0.74119,                 1.1413,             0.00014508,             0.00014508,             0.00014508
                    138,                0.83781,                0.50365,                 1.0079,                0.78382,                0.58986,                0.68322,                0.43893,                 1.0382,                0.73938,                 1.1447,             0.00013564,             0.00013564,             0.00013564
                    139,                0.83642,                0.49872,                 1.0105,                0.72492,                0.61605,                 0.6728,                0.43785,                  1.032,                0.73113,                 1.1374,             0.00012619,             0.00012619,             0.00012619
                    140,                0.80065,                 0.4966,                  1.016,                0.78632,                0.59436,                0.67266,                0.43596,                 1.0431,                0.74164,                 1.1472,             0.00011674,             0.00011674,             0.00011674
